loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,frequency_count,total_flights_booked,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_redeemed,first_year,last_year,active_years,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,active_member
955533,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60816.0,Married,Nova,5607.25,Standard,2018,11,,,24,17,0,1768,176.0,0,0,2017,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
730737,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,178502.0,Married,Nova,5608.17,Standard,2015,11,,,24,162,45,48260,5019.5,855,69,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
828328,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,178502.0,Married,Nova,5608.17,Standard,2018,11,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
542208,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,88612.0,Single,Nova,5610.96,Standard,2015,7,2016.0,3.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
783791,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,71960.0,Single,Nova,5611.93,Standard,2017,4,,,24,69,13,22118,2279.25,409,33,2017,2018,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
592064,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,71960.0,Single,Nova,5612.38,Standard,2017,10,,,24,53,17,14181,1480.75,905,74,2017,2018,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
376863,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,61482.0,Married,Nova,5614.59,Standard,2013,1,,,24,115,30,39921,4049.25,487,39,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
423821,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,172891.0,Married,Nova,5615.07,Standard,2013,11,,,24,119,23,36885,3796.0,646,52,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True
964789,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,172891.0,Married,Nova,5615.07,Standard,2013,11,,,24,146,35,32022,3368.0,734,60,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,True
639705,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,69816.0,Married,Nova,5618.49,Standard,2015,8,,,24,152,40,53104,5437.5,1599,130,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
781062,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,68739.0,Married,Nova,5619.07,Standard,2016,4,,,24,116,30,28092,2892.0,1307,106,2017,2018,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
564305,Canada,British Columbia,Kelowna,V09 2E9,Female,College,71960.0,Single,Aurora,11005.02,2018 Promotion,2018,3,,,24,41,10,11703,1339.0,434,35,2017,2018,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
738652,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,62551.0,Married,Nova,5619.65,Standard,2016,10,,,24,151,48,54040,5527.5,1281,104,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
123164,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,71960.0,Married,Nova,5619.69,Standard,2015,9,,,24,131,19,36505,3749.5,467,38,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
389804,Canada,Alberta,Peace River,T9O 2W2,Male,College,71960.0,Married,Nova,5619.69,Standard,2013,5,,,24,201,40,47045,4774.0,1038,84,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
532203,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,71960.0,Married,Nova,5619.69,Standard,2015,12,,,24,138,24,39739,4041.5,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
697962,Canada,Ontario,Toronto,M2Z 4K1,Female,College,71960.0,Married,Nova,5619.69,Standard,2016,4,2016.0,5.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
581427,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,67297.0,Married,Nova,5623.31,Standard,2016,8,,,24,107,21,34207,3569.0,539,44,2017,2018,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True
645895,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,67297.0,Married,Nova,5623.31,Standard,2012,9,,,24,151,47,46261,4693.75,2926,235,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
409951,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,71960.0,Single,Nova,5625.91,Standard,2016,8,,,24,185,37,39364,4037.25,435,35,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
507838,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,75652.0,Married,Nova,5626.57,Standard,2015,9,,,24,131,45,36979,3826.0,443,36,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
614871,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,76899.0,Married,Nova,5627.3,Standard,2018,10,,,24,17,5,4586,458.0,686,55,2017,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
509686,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85232.0,Married,Nova,5630.79,Standard,2016,11,,,24,138,33,43437,4469.0,863,70,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
601834,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,85232.0,Married,Nova,5630.79,Standard,2016,4,,,24,134,33,40047,4159.25,0,0,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
381316,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,54437.0,Married,Nova,5631.45,Standard,2014,2,,,24,142,34,36206,3653.25,1444,116,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
794523,Canada,Alberta,Edmonton,T9G 1W3,Female,High School or Below,54437.0,Married,Nova,5631.45,Standard,2014,12,,,24,115,31,31821,3244.0,1247,101,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
296887,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,69753.0,Married,Nova,5632.61,Standard,2012,12,,,24,139,23,36426,3686.0,0,0,2017,2018,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
935110,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,97976.0,Divorced,Nova,5633.53,Standard,2018,1,,,24,42,10,20135,2144.25,409,33,2017,2018,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,True
541358,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,79657.0,Divorced,Nova,5633.74,Standard,2016,6,,,24,130,35,35132,3555.0,3597,291,2017,2018,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
861669,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79657.0,Divorced,Nova,5633.74,Standard,2017,3,2018.0,10.0,24,105,18,25845,2700.25,1350,110,2017,2018,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,False
558686,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59417.0,Married,Nova,5633.95,Standard,2014,8,,,24,156,42,48459,4975.0,474,38,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
659011,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,75318.0,Married,Nova,5635.29,Standard,2012,12,,,24,117,41,38576,3887.0,860,69,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True
201256,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,83742.0,Married,Nova,5635.4,Standard,2014,7,,,24,89,24,24748,2520.5,1179,95,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
537132,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,83742.0,Married,Nova,5635.4,Standard,2015,4,,,24,116,30,42858,4345.75,1284,104,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
470989,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,46763.0,Married,Nova,5635.75,Standard,2015,8,,,24,155,51,42031,4255.5,1681,137,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
858266,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,49846.0,Married,Nova,5636.74,Standard,2016,4,,,24,132,28,34789,3511.0,2462,200,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
479724,Canada,Quebec,Montreal,H2T 2J6,Female,College,71960.0,Divorced,Nova,5637.74,Standard,2015,8,,,24,136,45,39729,4015.75,1737,140,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
734791,Canada,British Columbia,Kelowna,V09 2E9,Female,College,71960.0,Married,Aurora,11196.46,2018 Promotion,2018,2,,,24,162,41,45265,4648.5,1297,104,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
759518,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,86266.0,Married,Nova,5638.54,Standard,2014,9,,,24,47,21,20842,2129.5,0,0,2017,2018,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,True
121710,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,85447.0,Married,Nova,5639.94,Standard,2014,2,,,24,145,26,42435,4361.0,1238,100,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True
260112,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,85447.0,Married,Nova,5639.94,Standard,2013,5,2016.0,9.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
489534,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,85447.0,Married,Nova,5639.94,Standard,2012,7,,,24,161,45,43713,4416.75,1408,114,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
709656,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,87782.0,Married,Aurora,23594.68,2018 Promotion,2018,2,,,24,52,16,15375,1737.0,585,47,2017,2018,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,True
620078,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,46008.0,Divorced,Nova,3230.58,2018 Promotion,2018,3,,,24,61,22,16722,1670.0,813,66,2017,2018,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,True
678460,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,85447.0,Married,Nova,5639.94,Standard,2017,4,,,24,110,32,40137,4192.0,1894,153,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
745811,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,62198.0,Married,Nova,5640.02,Standard,2016,2,,,24,156,25,41320,4205.0,2463,200,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
870045,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60788.0,Divorced,Nova,5641.36,Standard,2016,2,,,24,107,30,30467,3093.25,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,True
665533,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,82144.0,Married,Nova,5642.75,Standard,2014,5,2015.0,1.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
166829,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,56286.0,Married,Nova,5643.72,Standard,2017,6,,,24,89,16,20573,2163.5,0,0,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,True
915164,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,56286.0,Married,Nova,5643.72,Standard,2015,9,2016.0,5.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
508795,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61940.0,Married,Nova,5643.8,Standard,2018,1,,,24,40,18,16427,1669.5,341,28,2017,2018,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,True
327638,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,68762.0,Divorced,Nova,5645.4,Standard,2018,7,,,24,50,14,8737,872.0,739,60,2017,2018,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
899592,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61060.0,Single,Nova,5646.32,Standard,2014,5,,,24,114,32,31129,3181.25,1705,138,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
179075,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,72031.0,Single,Nova,5647.15,Standard,2013,2,,,24,144,25,36246,3731.25,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
546163,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,71960.0,Married,Nova,3324.55,2018 Promotion,2018,3,,,24,63,9,18817,1879.0,527,43,2017,2018,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,True
345908,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,52054.0,Married,Nova,5652.72,Standard,2017,9,,,24,110,35,27385,2851.75,729,59,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,True
312867,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,71960.0,Single,Nova,5654.59,Standard,2013,10,,,24,110,34,40322,4127.25,334,27,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
927026,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,104289.0,Married,Nova,5657.69,Standard,2014,12,,,48,225,48,71918,7481.0,2224,179,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
834453,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49139.0,Married,Nova,5657.81,Standard,2012,6,,,24,103,46,42989,4319.5,1136,92,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
766262,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,70242.0,Married,Nova,5659.14,Standard,2018,7,,,24,38,5,9223,921.0,733,59,2017,2018,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
270304,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,82681.0,Married,Nova,5659.24,Standard,2013,10,,,24,126,52,37956,3850.5,859,70,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
682521,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75509.0,Divorced,Nova,5660.13,Standard,2016,12,2017.0,8.0,24,64,10,19658,1962.0,0,0,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
136470,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,71960.0,Married,Nova,5666.47,Standard,2013,3,2018.0,12.0,24,109,28,35778,3735.25,853,69,2017,2018,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False
309110,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,67145.0,Divorced,Nova,5666.7,Standard,2015,12,,,24,107,23,34134,3527.0,0,0,2017,2018,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
783515,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,63676.0,Married,Nova,5669.97,Standard,2013,7,2017.0,5.0,24,38,15,8924,890.0,1254,101,2017,2018,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False
446886,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,92705.0,Married,Nova,5670.13,Standard,2017,6,2018.0,2.0,24,80,21,22595,2314.25,1063,86,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,False
571760,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,52693.0,Married,Nova,5670.44,Standard,2012,7,,,24,137,23,36228,3797.5,527,43,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
148865,Canada,Ontario,Toronto,P1W 1K4,Male,College,71960.0,Divorced,Nova,5673.84,Standard,2017,12,,,24,71,22,16636,1737.25,443,36,2017,2018,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
952322,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,51097.0,Married,Nova,5674.38,Standard,2016,11,,,24,145,43,37348,3783.0,1101,89,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
144301,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56242.0,Married,Nova,5675.92,Standard,2015,3,2015.0,11.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
954718,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,71960.0,Married,Nova,5677.31,Standard,2018,12,,,24,90,14,24242,2448.0,825,67,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,True
428305,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65088.0,Married,Nova,5677.47,Standard,2014,9,,,24,119,30,43970,4486.25,858,69,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
172444,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,70746.0,Single,Nova,5677.64,Standard,2016,11,,,24,125,22,38786,4011.25,420,34,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
308176,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,71960.0,Married,Nova,5678.05,Standard,2016,3,,,24,125,56,42645,4299.25,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
782124,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,71960.0,Married,Nova,5678.05,Standard,2015,3,,,24,162,51,46115,4606.0,2165,175,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
194254,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,92097.0,Married,Nova,5680.28,Standard,2013,3,,,24,109,22,25579,2635.25,539,44,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True
161769,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,98023.0,Married,Nova,5680.47,Standard,2015,5,,,24,174,46,51190,5254.5,2774,224,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
793995,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,98023.0,Married,Nova,5680.47,Standard,2015,1,,,24,150,32,47551,4903.25,1342,109,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
747926,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,51231.0,Married,Nova,5686.74,Standard,2016,6,,,24,145,41,45814,4606.75,754,62,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
930562,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,78112.0,Married,Nova,5686.92,Standard,2015,8,,,24,126,50,38419,3935.5,2674,216,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True
326280,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,104897.0,Single,Nova,5687.9,Standard,2013,5,,,24,187,18,51225,5193.0,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
834799,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,51699.0,Married,Nova,5697.18,Standard,2012,10,,,24,107,30,44766,4539.75,600,48,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
169697,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,62021.0,Married,Nova,5701.28,Standard,2013,12,,,24,134,34,39221,4003.75,1176,95,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
263260,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,62229.0,Single,Nova,5703.29,Standard,2013,10,,,24,126,24,33069,3421.5,957,78,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,True
976153,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,62229.0,Single,Nova,5703.29,Standard,2013,6,,,24,145,53,38060,3844.25,1095,89,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
571603,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,71960.0,Divorced,Nova,4983.11,2018 Promotion,2018,2,,,24,53,11,18231,1958.5,0,0,2017,2018,2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,True
534324,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,87902.0,Married,Nova,5705.55,Standard,2014,6,2015.0,10.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
663641,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,71960.0,Married,Nova,5705.9,Standard,2018,10,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
329281,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,92695.0,Married,Nova,5706.96,Standard,2018,9,,,24,12,0,2088,208.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
573505,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,83333.0,Single,Nova,5708.02,Standard,2014,3,,,24,148,16,36647,3764.25,392,32,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
418626,Canada,Quebec,Quebec City,G1B 3L5,Male,College,71960.0,Married,Nova,5709.23,Standard,2015,3,2015.0,4.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
197062,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,69334.0,Married,Nova,5710.33,Standard,2018,6,,,24,39,9,10896,1087.0,326,27,2017,2018,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
565710,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,69334.0,Married,Nova,5710.33,Standard,2012,8,,,24,142,68,49381,5004.75,1907,155,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
905288,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,90241.0,Single,Nova,5714.23,Standard,2018,6,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
257820,Canada,Quebec,Montreal,H4G 3T4,Female,College,71960.0,Married,Nova,5714.25,Standard,2018,8,,,24,24,0,4403,440.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
179773,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,93508.0,Single,Nova,5715.31,Standard,2017,4,2017.0,12.0,24,60,20,20004,1998.0,1469,119,2017,2018,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,False
146099,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,57150.0,Single,Nova,6369.26,2018 Promotion,2018,2,,,24,76,15,17997,1844.5,502,41,2017,2018,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
771976,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,70244.0,Married,Nova,5717.22,Standard,2018,11,,,24,14,7,4641,464.0,0,0,2017,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
